Item,AIM Store Cnt,Instock Store Cnt,Store In Stock %,DC BOH Turn,DC BOO Turn,Store BOH,TIL,Need for TIL
237741,639,637,0.997,6446,0,2368,2407,169
237741,761,752,0.988,2168,648,2501,2545,265
237741,324,228,0.703,765,792,683,1543,275
237741,655,648,0.989,4793,0,3485,3931,323
237741,368,361,0.981,27,1080,1494,1543,119
237741,473,467,0.987,2346,0,1682,1828,167
237741,505,501,0.993,192,504,1956,2053,221
237741,443,441,0.996,1922,0,1649,1693,123
237741,339,335,0.988,665,432,1153,1146,64
237741,604,598,0.989,2660,0,3132,3284,262
237741,405,403,0.994,5070,0,2034,2024,166
237755,400,392,0.979,0,720,1408,1488,153
237755,390,365,0.936,0,432,1317,1446,151
237755,448,395,0.882,42,1440,1045,1525,263
237755,492,422,0.858,347,1512,1361,1837,266
237755,310,307,0.99,1554,0,1299,1227,91
237755,638,584,0.915,0,1080,1819,2358,318
237755,793,778,0.981,927,864,2957,3030,283
237755,324,282,0.869,360,1152,909,1513,238
237755,655,650,0.992,2600,360,2969,3258,296
237755,369,361,0.978,307,864,1545,1634,141
237755,473,422,0.892,0,1080,1538,1901,193
237755,505,284,0.562,964,792,358,1974,476
237755,443,403,0.909,0,864,1228,1697,238
237755,339,301,0.887,72,1152,857,1151,165
237755,604,460,0.761,0,1872,1877,2793,382
237755,405,399,0.984,1489,0,1647,1755,133
249816,400,397,0.992,86,228,1036,987,72
249816,392,362,0.923,20,192,945,1054,123
249816,449,375,0.835,161,828,859,1112,196
249816,492,441,0.896,375,600,1044,1317,211
249816,310,306,0.987,4,444,948,910,113
249816,640,627,0.979,0,540,1581,1564,126
249816,795,679,0.854,28,1392,2250,2481,294
249816,325,236,0.725,231,24,499,959,234
249816,656,453,0.69,242,1116,1507,1980,272
249816,370,352,0.952,29,204,1040,1070,121
249816,478,436,0.912,0,540,993,1232,177
249816,508,484,0.952,0,1020,1064,1269,187
249816,450,434,0.964,0,1080,1001,1085,105
249816,344,338,0.983,36,384,987,953,62
249816,608,384,0.631,91,2424,958,1834,383
249816,411,352,0.856,0,528,925,1145,157
308266,400,398,0.994,529,72,1670,1676,151
308266,392,326,0.833,123,408,1653,1942,180
308266,449,397,0.883,546,0,1151,1690,272
308266,492,298,0.606,0,2400,1201,2065,296
308266,310,309,0.995,623,0,1433,1308,100
308266,637,621,0.976,0,780,2311,2544,258
308266,794,663,0.835,149,1512,3456,4033,325
308266,325,304,0.936,540,504,1163,1545,200
308266,656,435,0.664,3,3516,2147,3593,415
308266,368,364,0.989,239,720,1649,1633,124
308266,478,467,0.976,0,600,1808,1954,167
308266,508,395,0.777,4,960,1462,2283,327
308266,449,449,1,170,288,1768,1648,81
308266,344,338,0.984,2110,0,1368,1295,58
308266,612,530,0.866,95,2736,2958,3451,278
308266,411,393,0.956,575,348,1639,1727,155
320989,876,876,1,300,384,631,483,33
320989,988,988,1,300,768,679,553,95
320989,1035,1035,1,935,0,1081,736,46
320989,837,837,1,956,0,1023,611,40
320989,928,928,1,239,768,915,614,40
320989,1736,1736,1,1357,0,1457,920,73
320989,2604,2604,1,1650,1152,2273,1679,136
320989,1060,1060,1,1004,384,1046,628,42
320989,2408,2408,1,1785,768,2186,1361,100
320989,912,912,1,794,384,784,541,35
320989,1416,1416,1,1353,0,1227,815,53
320989,1220,1220,1,953,0,916,667,50
320989,1080,1080,1,499,0,821,580,46
320989,1192,1192,1,882,0,927,652,62
320989,2212,2212,1,1617,768,2349,1363,76
320989,1047,1047,1,1107,0,1329,799,44
460400,400,400,1,5285,0,2345,2416,141
460400,392,376,0.96,6,948,1913,2358,209
460400,449,433,0.964,90,1908,1828,2687,319
460400,494,419,0.849,50,2604,1980,2956,300
460400,310,299,0.965,0,780,1295,1893,225
460400,641,637,0.994,655,180,3765,3852,198
460400,756,733,0.97,77,1596,4154,4557,292
460400,325,280,0.861,691,804,1083,1986,269
460400,657,585,0.89,618,3000,2551,3993,453
460400,370,358,0.966,0,684,1729,2238,218
460400,478,464,0.972,0,1008,2263,2868,262
460400,508,455,0.897,6,768,1833,3054,371
460400,450,424,0.943,0,480,1723,2701,332
460400,343,340,0.993,48,984,1919,2085,125
460400,609,540,0.887,77,2916,2983,3663,284
460400,411,381,0.926,283,2544,1561,2490,306
460403,400,400,0.999,3705,60,2331,2438,156
460403,389,370,0.952,68,852,2008,2345,185
460403,446,413,0.925,595,1548,1816,2679,314
460403,488,314,0.644,93,3252,1596,2971,316
460403,310,308,0.993,4,1548,1933,1943,110
460403,638,626,0.982,945,252,3587,3842,231
460403,792,744,0.94,11,2820,4542,4985,308
460403,320,267,0.833,761,384,938,2033,281
460403,646,621,0.961,2069,612,3248,4155,439
460403,368,351,0.953,0,1140,1759,2271,216
460403,475,472,0.995,440,516,2644,2905,227
460403,508,451,0.888,3,864,1706,3097,402
460403,450,401,0.891,0,912,1807,2715,291
460403,340,331,0.974,60,780,1863,2054,136
460403,601,444,0.739,1965,0,2632,3702,315
460403,410,311,0.759,307,2592,1312,2536,314
460423,400,399,0.997,0,492,2241,2406,166
460423,391,361,0.924,36,804,1726,2344,238
460423,448,423,0.943,15,2688,1676,2683,338
460423,489,455,0.93,34,2448,2144,2945,291
460423,310,298,0.962,0,1572,1526,1868,163
460423,641,639,0.997,119,168,3765,3830,196
460423,788,764,0.97,742,720,4884,4721,179
460423,325,277,0.851,716,0,1050,1980,267
460423,654,554,0.848,0,3348,2514,3945,448
460423,370,361,0.976,0,1356,1704,2220,222
460423,477,423,0.887,0,888,1687,2883,344
460423,508,507,0.999,330,900,2871,3055,193
460423,450,423,0.941,0,480,1666,2695,349
460423,343,340,0.99,776,252,2034,2050,50
460423,609,510,0.837,0,948,2457,3652,361
460423,411,325,0.791,0,1584,1248,2475,307
689296,391,385,0.985,14,144,962,801,51
689296,390,388,0.996,0,216,1158,839,33
689296,432,412,0.954,124,168,1090,894,87
689296,493,480,0.973,53,240,1362,1019,59
689296,309,308,0.998,2,144,1053,675,27
689296,612,608,0.993,41,288,1784,1286,41
689296,780,776,0.995,48,456,2327,1831,91
689296,319,293,0.918,156,192,833,734,111
689296,643,578,0.899,28,1020,1744,1534,193
689296,366,365,0.998,108,48,1135,760,18
689296,462,459,0.994,0,300,1312,953,38
689296,490,487,0.993,0,144,1427,1004,48
689296,429,423,0.986,0,192,1124,882,56
689296,337,332,0.985,0,180,870,777,65
689296,588,516,0.878,0,696,1396,1350,158
689296,386,377,0.976,79,240,1143,798,36
716887,398,382,0.961,0,264,938,834,89
716887,390,343,0.88,60,252,1051,884,78
716887,449,382,0.851,208,552,944,947,160
716887,483,382,0.791,288,900,1061,1037,161
716887,306,295,0.964,21,252,1038,784,51
716887,637,625,0.981,16,384,1765,1352,62
716887,786,716,0.911,161,816,2610,2057,123
716887,325,225,0.694,552,156,528,805,182
716887,656,442,0.673,867,2436,1370,1688,315
716887,364,356,0.978,89,480,1132,881,44
716887,478,462,0.967,0,468,1253,1054,102
716887,508,433,0.852,476,108,934,1057,253
716887,448,444,0.992,0,324,1294,936,44
716887,343,326,0.95,48,312,768,821,120
716887,612,449,0.733,51,2184,1354,1449,192
716887,411,390,0.95,60,492,1033,934,76
850624,400,368,0.919,600,612,931,1218,237
850624,391,319,0.815,24,708,860,1179,200
850624,449,417,0.929,0,1644,1254,1337,177
850624,491,251,0.512,56,2004,681,1487,326
850624,310,305,0.985,114,96,912,904,96
850624,640,365,0.57,1294,2436,845,1998,496
850624,757,717,0.947,78,588,2391,2178,183
850624,325,191,0.589,60,1152,390,1064,268
850624,655,369,0.564,2490,2304,1100,2561,488
850624,370,363,0.981,160,312,1033,1071,99
850624,477,292,0.612,0,876,695,1512,335
850624,508,326,0.641,0,588,683,1557,369
850624,449,442,0.985,0,1536,1391,1395,107
850624,343,338,0.984,24,384,1062,989,56
850624,610,372,0.61,78,3084,1916,2393,223
850624,411,377,0.918,806,2148,1547,1357,84
868171,1203,1203,1,0,0,385,803,284
868171,286,286,1,0,0,74,286,126
868171,1185,1185,1,0,0,281,784,313
868171,900,900,1,0,0,389,898,339
868171,1491,1491,1,0,0,374,991,393
868171,620,620,1,0,0,188,620,254
868171,1941,1941,1,0,0,551,1282,475
868171,1842,1842,1,0,0,523,1222,458
868171,984,984,1,0,0,323,654,227
868171,1983,1983,1,0,0,471,1319,523
868171,738,738,1,0,0,246,736,295
868171,1434,1434,1,0,0,349,954,373
868171,1524,1524,1,0,0,482,1016,362
868171,1350,1350,1,0,0,445,897,305
868171,1035,1035,1,0,0,315,688,257
868171,1848,1848,1,0,0,281,1225,539
868171,1236,1236,1,0,0,294,824,328
908183,272,270,0.991,359,0,616,557,21
908183,335,331,0.989,146,144,773,685,23
908183,265,261,0.985,182,168,663,546,26
908183,438,431,0.984,79,360,1080,888,22
908183,261,258,0.99,329,24,773,550,16
908183,436,429,0.985,270,336,1079,898,36
908183,723,707,0.978,732,816,2155,1526,101
908183,197,196,0.995,173,432,472,423,23
908183,407,399,0.979,543,264,1144,872,52
908183,328,323,0.985,161,336,871,673,19
908183,272,268,0.984,166,120,662,575,30
908183,283,282,0.998,142,72,657,570,24
908183,238,237,0.994,196,96,568,484,20
908183,319,314,0.985,250,336,752,668,44
908183,390,383,0.982,261,360,889,816,57
908183,258,254,0.984,235,192,679,542,22
920128,399,399,1,308,0,1017,907,39
920128,387,386,0.998,432,0,993,957,66
920128,447,431,0.964,0,372,1008,1046,134
920128,492,491,0.999,331,0,1253,1165,60
920128,307,307,0.999,61,36,857,801,72
920128,639,639,1,299,108,1643,1464,9
920128,793,789,0.995,342,84,2421,2138,142
920128,320,320,1,263,0,1032,848,48
920128,615,588,0.956,487,576,1756,1713,207
920128,366,365,0.998,30,60,999,918,63
920128,469,448,0.955,0,192,996,1140,195
920128,508,507,0.997,20,72,1297,1202,77
920128,449,449,0.999,135,0,1103,1010,23
920128,340,339,0.997,0,324,973,881,20
920128,561,557,0.994,0,192,1634,1573,150
920128,411,411,1,194,96,1158,1045,16
936445,398,398,0.999,83,0,1026,806,7
936445,389,389,0.999,33,72,958,806,14
936445,449,440,0.979,54,120,1085,922,38
936445,491,471,0.959,151,48,1130,1016,62
936445,310,310,1,7,48,900,671,23
936445,640,637,0.996,52,72,1670,1320,19
936445,754,747,0.991,145,72,2074,1688,68
936445,325,322,0.99,36,60,791,719,60
936445,657,641,0.975,89,444,1786,1545,95
936445,369,369,1,0,132,959,759,7
936445,478,477,0.997,26,48,1202,956,10
936445,508,508,1,0,84,1251,1020,12
936445,449,449,1,18,24,1118,902,9
936445,343,341,0.994,33,36,952,780,10
936445,610,599,0.982,0,180,1689,1373,34
936445,411,410,0.997,132,48,1061,826,14
936447,399,398,0.997,53,60,1041,800,3
936447,389,389,1,62,0,1010,792,9
936447,449,446,0.993,69,60,1070,914,31
936447,491,485,0.988,196,0,1142,1003,49
936447,310,310,1,8,48,862,654,17
936447,640,637,0.995,20,108,1640,1306,17
936447,754,748,0.992,108,132,2074,1629,50
936447,325,322,0.99,36,60,834,695,46
936447,657,638,0.971,172,144,1572,1466,145
936447,370,369,0.997,16,48,989,747,6
936447,478,476,0.995,17,48,1156,956,13
936447,508,508,0.999,0,96,1280,1018,12
936447,449,448,0.998,39,24,1117,899,10
936447,343,342,0.996,0,84,939,746,23
936447,610,598,0.98,57,132,1612,1305,92
936447,411,408,0.993,34,192,985,826,42
936448,398,398,1,43,36,1052,806,10
936448,388,386,0.996,1,96,1010,805,16
936448,449,448,0.998,52,84,1156,933,20
936448,494,493,0.998,63,72,1301,1016,20
936448,310,309,0.998,111,0,922,671,27
936448,640,640,1,71,0,1771,1318,7
936448,792,786,0.993,280,132,2509,1944,80
936448,325,325,1,222,0,925,719,43
936448,656,651,0.992,29,288,1930,1545,83
936448,369,368,0.997,13,36,1039,759,11
936448,478,478,1,66,0,1288,956,6
936448,508,504,0.992,0,36,1291,1020,33
936448,449,449,0.999,20,24,1186,902,10
936448,343,342,0.996,127,0,996,780,9
936448,609,604,0.992,0,108,1713,1374,84
936448,411,411,1,256,0,1061,826,7
957603,400,398,0.994,486,240,1374,1240,102
957603,388,330,0.851,454,276,1172,1261,130
957603,448,352,0.785,286,1452,913,1311,264
957603,489,471,0.963,1046,0,1789,1626,154
957603,310,305,0.985,558,1572,890,922,100
957603,639,629,0.984,1242,756,2132,1932,85
957603,786,688,0.876,293,3972,2960,2819,175
957603,323,189,0.585,1500,1704,385,1074,283
957603,653,388,0.594,1574,756,988,2144,475
957603,369,363,0.983,1141,252,1150,1171,121
957603,473,457,0.966,278,1452,1529,1516,86
957603,505,503,0.995,156,948,1556,1522,132
957603,443,442,0.997,339,780,1475,1368,64
957603,339,334,0.987,149,780,1198,1156,61
957603,603,431,0.714,5,1872,1459,1996,276
957603,405,351,0.867,6,1548,1190,1236,86
957606,399,371,0.929,0,792,792,1073,198
957606,387,273,0.705,25,672,775,1066,159
957606,449,343,0.763,171,1368,728,1188,281
957606,489,317,0.649,234,1704,786,1307,272
957606,306,303,0.99,148,1176,914,884,90
957606,636,557,0.876,0,1296,1215,1664,309
957606,793,658,0.829,1221,3768,2407,2525,174
957606,325,189,0.582,460,528,332,896,268
957606,657,499,0.76,156,2112,1540,1864,249
957606,368,357,0.97,231,672,904,992,114
957606,478,396,0.829,0,768,879,1282,253
957606,508,502,0.989,113,1440,1242,1332,151
957606,449,420,0.934,0,840,974,1181,160
957606,343,319,0.931,24,912,803,966,131
957606,608,473,0.778,0,2736,1416,1679,214
957606,411,369,0.898,105,1680,1112,1112,58
957608,183,181,0.989,113,36,448,392,15
957608,200,190,0.95,96,0,515,480,40
957608,282,281,0.998,88,168,764,620,21
957608,238,226,0.95,213,0,556,526,56
957608,210,209,0.996,145,84,616,501,23
957608,348,346,0.994,107,180,898,730,23
957608,568,562,0.99,514,120,2276,1656,64
957608,183,181,0.987,157,0,635,557,28
957608,431,429,0.996,124,528,1426,1228,52
957608,195,193,0.989,136,60,469,413,19
957608,297,292,0.982,136,132,827,748,36
957608,244,241,0.987,40,48,613,505,12
957608,222,221,0.994,90,60,524,461,13
957608,245,242,0.988,58,180,712,618,21
957608,402,385,0.957,184,288,1046,988,81
957608,261,254,0.973,215,72,696,599,22
957609,188,187,0.995,144,36,593,593,65
957609,193,192,0.996,63,168,769,702,37
957609,286,286,1,140,324,996,949,41
957609,237,228,0.961,182,180,778,826,75
957609,188,188,0.998,196,108,783,708,34
957609,355,355,1,157,228,1267,1210,51
957609,570,568,0.996,294,648,2468,2085,110
957609,191,191,0.999,25,132,710,695,50
957609,443,415,0.937,458,972,1485,1737,204
957609,197,196,0.996,247,72,810,762,46
957609,301,300,0.996,85,360,1101,1039,41
957609,253,251,0.992,136,144,773,774,78
957609,227,227,0.999,21,276,761,723,33
957609,252,251,0.994,80,192,879,848,25
957609,405,405,0.999,238,456,1657,1538,68
957609,261,260,0.996,202,228,930,914,44
972687,1604,1604,1,335,648,917,825,35
972687,1182,1182,1,454,288,785,802,75
972687,1350,1350,1,407,432,995,923,62
972687,1491,1491,1,836,0,1154,1031,62
972687,1240,1240,1,592,432,927,803,44
972687,2592,2592,1,1164,432,1461,1336,75
972687,3192,3192,1,1603,720,2010,1892,151
972687,1312,1312,1,1037,0,819,737,53
972687,2648,2648,1,2292,0,1746,1526,110
972687,1480,1480,1,1063,0,904,842,68
972687,1916,1916,1,1427,0,1090,1043,83
972687,1527,1527,1,1290,0,1027,1038,120
972687,1353,1353,1,882,0,1002,920,57
972687,1380,1380,1,667,288,746,745,61
972687,2476,2476,1,1333,720,1603,1470,118
972687,1656,1656,1,828,432,956,889,58
559682,399,397,0.996,79,60,1258,806,9
559682,387,383,0.989,136,108,1306,788,12
559682,448,439,0.979,185,156,1408,901,32
559682,487,481,0.989,174,72,1539,997,32
559682,310,309,0.998,238,0,1307,636,8
559682,641,638,0.996,64,108,2123,1293,9
559682,793,782,0.987,516,408,3181,1642,27
559682,324,320,0.988,232,156,1102,681,30
559682,655,645,0.985,1088,324,2512,1387,38
559682,369,368,0.997,42,108,1265,741,8
559682,476,473,0.995,202,12,1600,981,15
559682,509,508,0.998,106,12,1648,1021,7
559682,449,448,0.998,114,84,1404,901,6
559682,342,341,0.998,167,312,1397,696,5
559682,608,605,0.995,375,120,2612,1282,19
559682,410,405,0.989,266,96,1617,833,18
867042,399,398,0.999,132,96,1460,806,5
867042,387,384,0.992,178,0,1467,782,10
867042,448,434,0.969,63,312,1466,896,46
867042,488,486,0.996,211,24,1877,997,15
867042,310,309,0.998,158,84,1338,628,4
867042,641,638,0.996,58,120,2430,1297,21
867042,793,784,0.989,117,372,3352,1606,20
867042,324,317,0.98,74,216,1101,659,44
867042,655,636,0.971,540,36,2586,1361,48
867042,368,367,0.997,96,192,1455,739,7
867042,475,472,0.993,192,24,1886,959,11
867042,509,508,0.998,139,0,1923,1020,9
867042,449,448,0.998,137,156,1692,901,11
867042,342,341,0.996,16,228,1509,697,12
867042,608,597,0.982,222,204,2400,1278,37
867042,411,400,0.974,192,48,1607,831,17
867043,399,398,0.997,12,168,1318,805,10
867043,388,384,0.991,91,132,1437,784,7
867043,448,436,0.974,35,300,1394,898,43
867043,491,489,0.995,257,108,1702,1006,24
867043,310,310,1,84,0,1411,634,3
867043,640,633,0.989,189,84,1895,1293,53
867043,795,756,0.951,450,348,3138,1625,21
867043,324,284,0.877,121,252,777,689,116
867043,655,593,0.905,428,0,1994,1394,141
867043,368,368,0.999,0,264,1397,741,12
867043,476,475,0.998,235,12,1891,986,7
867043,509,505,0.993,76,228,1773,1026,21
867043,449,449,1,7,120,1622,901,6
867043,342,322,0.941,0,180,1132,699,66
867043,610,547,0.897,113,504,1655,1290,160
867043,411,378,0.92,70,216,1113,837,90
903988,397,390,0.982,5,36,915,794,127
903988,387,379,0.979,158,60,846,775,105
903988,448,439,0.98,0,48,1027,896,136
903988,491,485,0.987,2,108,1341,975,53
903988,310,306,0.988,2,96,816,618,58
903988,641,638,0.996,2,120,1693,1283,52
903988,791,767,0.97,2,156,2221,1542,102
903988,323,303,0.939,94,60,760,650,83
903988,654,632,0.966,0,300,1739,1309,119
903988,368,361,0.981,0,60,899,735,77
903988,474,471,0.994,0,156,1318,949,54
903988,508,503,0.99,0,36,1141,1017,122
903988,449,447,0.997,12,36,1236,899,32
903988,342,333,0.975,0,36,907,683,77
903988,606,592,0.978,0,132,1712,1210,101
903988,410,389,0.95,0,264,1216,822,60
908126,399,399,1,168,84,1274,805,6
908126,386,381,0.986,78,72,1200,780,7
908126,448,418,0.932,75,300,1120,897,100
908126,485,462,0.952,164,0,1370,997,44
908126,310,308,0.994,100,0,1150,625,4
908126,641,637,0.994,127,84,2037,1292,9
908126,793,768,0.969,84,444,2643,1604,35
908126,324,297,0.917,276,216,850,658,82
908126,655,538,0.821,323,204,1718,1360,170
908126,369,364,0.986,114,48,1214,740,7
908126,474,470,0.992,1,180,1522,956,17
908126,509,508,0.998,176,0,1673,1022,4
908126,448,445,0.994,188,120,1401,896,25
908126,342,338,0.988,151,36,1198,689,7
908126,608,551,0.907,509,60,2011,1270,67
908126,411,394,0.96,126,0,1366,830,25
216549,1200,1200,1,716,0,305,798,318
216549,784,784,1,720,0,173,782,344
216549,898,898,1,862,0,229,896,401
216549,988,988,1,1153,0,179,981,446
216549,616,616,1,717,0,122,614,276
216549,1280,1280,1,1266,0,303,1279,562
216549,3188,3188,1,1464,144,452,1615,737
216549,984,984,1,539,0,165,654,282
216549,1980,1980,1,1592,0,530,1387,557
216549,734,734,1,494,0,178,733,324
216549,1434,1434,1,957,0,155,958,440
216549,1524,1524,1,646,0,359,1015,422
216549,898,898,1,659,0,255,901,386
216549,680,680,1,1056,0,54,689,328
216549,1842,1842,1,2202,0,127,1309,588
216549,828,828,1,1008,0,106,828,390
232807,400,398,0.996,36,120,1339,1203,68
232807,388,388,1,63,108,1447,1161,38
232807,449,446,0.994,100,216,1729,1350,48
232807,491,491,1,78,120,1881,1466,38
232807,309,309,1,159,0,1246,923,22
232807,642,641,0.998,143,204,2429,1927,59
232807,795,786,0.989,851,0,3808,2396,77
232807,325,324,0.996,144,252,1127,984,62
232807,657,649,0.988,1032,120,2615,2015,101
232807,369,367,0.995,31,108,1355,1105,29
232807,476,473,0.995,181,192,1722,1436,63
232807,508,506,0.996,22,60,1752,1523,50
232807,448,445,0.994,48,60,1560,1346,41
232807,342,340,0.993,69,276,1375,1028,23
232807,609,600,0.986,623,516,2486,1886,87
232807,411,409,0.994,397,84,1616,1238,50
232813,400,400,1,550,0,1679,1607,71
232813,388,386,0.996,162,408,1743,1551,51
232813,449,446,0.994,162,552,1905,1807,106
232813,491,490,0.998,190,324,2215,1944,72
232813,309,308,0.995,315,0,1794,1231,51
232813,642,639,0.996,312,528,2722,2568,143
232813,795,786,0.989,3277,0,3907,3147,157
232813,325,323,0.995,1581,0,1446,1323,85
232813,657,650,0.989,248,1716,2907,2658,180
232813,369,368,0.996,578,0,1607,1475,67
232813,478,475,0.993,435,480,2010,1925,105
232813,508,506,0.996,1305,0,2178,2032,89
232813,448,446,0.996,168,336,1819,1794,88
232813,343,339,0.989,244,708,1512,1381,70
232813,609,600,0.986,1351,1080,2709,2489,150
232813,411,408,0.993,674,420,1885,1654,99
276485,800,800,1,397,0,376,800,312
276485,1173,1173,1,668,0,211,780,336
276485,900,900,1,838,0,223,898,390
276485,492,478,0.972,271,0,967,985,69
276485,614,614,1,576,0,67,612,291
276485,1920,1920,1,857,0,333,1278,554
276485,3176,3176,1,1286,0,508,1589,727
276485,656,656,1,324,24,237,654,279
276485,1310,1310,1,811,0,502,1370,578
276485,1104,1104,1,670,0,113,735,334
276485,948,948,1,768,0,179,950,430
276485,1524,1524,1,763,0,373,1016,404
276485,1344,1344,1,426,0,314,902,365
276485,338,283,0.839,96,0,638,680,48
276485,1214,1214,1,1534,0,62,1292,589
276485,828,828,1,574,0,125,826,392
483167,400,393,0.983,36,120,884,808,64
483167,392,387,0.986,67,120,857,798,43
483167,449,439,0.979,0,180,947,912,57
483167,494,491,0.993,63,180,1098,1016,50
483167,310,305,0.985,204,0,770,660,37
483167,640,590,0.922,112,240,1277,1306,139
483167,772,751,0.973,99,528,1906,1691,99
483167,325,319,0.981,144,144,767,704,56
483167,657,639,0.972,288,456,1724,1531,112
483167,369,346,0.937,1,168,795,750,58
483167,476,468,0.983,95,144,1045,961,54
483167,508,496,0.976,37,132,1088,1022,67
483167,447,436,0.975,73,120,946,897,57
483167,341,328,0.962,0,372,760,742,84
483167,611,589,0.964,131,624,1438,1389,121
483167,410,400,0.975,255,192,915,842,69
697531,168,168,1,57,24,553,504,27
697531,243,241,0.992,13,156,795,727,33
697531,124,124,1,75,0,496,374,10
697531,363,360,0.992,38,144,1234,1076,62
697531,224,220,0.983,73,72,794,668,26
697531,316,311,0.984,36,252,1042,948,66
697531,626,622,0.993,349,324,2729,1887,61
697531,118,110,0.936,84,156,352,360,47
697531,308,303,0.984,156,312,1213,956,46
697531,255,253,0.994,16,120,871,765,33
697531,114,113,0.987,13,48,398,344,17
697531,125,124,0.989,14,24,413,373,22
697531,111,111,0.999,34,24,384,333,9
697531,322,318,0.987,0,360,1110,968,65
697531,281,277,0.986,216,204,1164,887,45
697531,147,146,0.995,71,60,542,445,29
733288,111,108,0.977,68,0,307,222,8
733288,158,157,0.991,95,0,419,331,18
733288,192,189,0.982,106,0,491,384,14
733288,242,172,0.71,108,72,440,504,97
733288,211,207,0.983,10,72,481,430,13
733288,226,215,0.951,25,72,500,462,37
733288,584,417,0.714,413,48,1262,1200,112
733288,202,119,0.591,357,24,247,419,130
733288,503,292,0.58,363,192,906,1091,191
733288,159,102,0.639,192,48,205,324,104
733288,239,210,0.879,110,0,529,482,26
733288,150,146,0.975,17,24,369,300,13
733288,145,142,0.98,21,48,339,292,13
733288,270,127,0.47,504,120,288,557,201
733288,483,172,0.357,1296,24,196,1071,436
733288,290,217,0.748,392,48,555,586,65
804093,398,392,0.986,47,0,1057,799,36
804093,380,376,0.989,5,48,954,765,33
804093,447,433,0.968,0,84,1158,908,62
804093,486,478,0.984,4,72,1241,974,48
804093,307,301,0.98,13,24,819,645,46
804093,636,627,0.987,111,0,1649,1287,52
804093,772,761,0.986,851,0,2132,1681,83
804093,321,316,0.985,274,0,882,686,34
804093,636,614,0.966,52,180,1797,1407,120
804093,368,361,0.982,107,0,908,742,31
804093,469,464,0.99,9,60,1224,938,50
804093,507,500,0.985,40,0,1278,1015,64
804093,445,438,0.984,13,60,1114,891,65
804093,331,315,0.953,0,168,800,719,81
804093,588,563,0.958,114,120,1378,1260,125
804093,398,390,0.98,39,48,1050,800,45
804094,398,393,0.986,81,0,1114,797,35
804094,387,385,0.995,162,0,1027,773,24
804094,446,442,0.992,91,0,1199,892,45
804094,488,487,0.999,78,0,1384,971,31
804094,310,306,0.988,0,24,870,619,22
804094,635,630,0.991,1,72,1605,1272,58
804094,791,780,0.986,885,0,2157,1540,72
804094,321,319,0.995,66,0,994,647,26
